classe;admissible;terme;commentaire;source;privilegie;page;ligne_page
4;;huile lubrifiante pour moteurs de véhicules automobiles;;OMPI;;4;37
4;;huiles de graissage pour moteurs de véhicules automobiles;;OMPI;;4;38
4;;huiles lubrifiantes pour moteurs de véhicules automobiles;;OMPI;;4;39
4;;gaz de pétrole liquéfiés à usage domestique et industriel ainsi que pour véhicules automobiles;;OMPI;;4;40
4;;gaz de pétrole liquéfiés à usage domestique et industriel ainsi que pour véhicules à moteur;;OMPI;;4;41
4;;combustibles liquides;;OMPI;;4;42
4;;combustibles sous forme liquide;;OMPI;;4;43
4;;gaz de pétrole liquéfié;;OMPI;;4;44
4;;gaz de pétrole liquéfiés;;OMPI;;4;45
4;;gaz naturel liquéfié;;OMPI;;4;46
4;;huiles légères;;OMPI;;4;47
4;;pétrole léger;;OMPI;;4;48
4;;essence industrielle;;OMPI;;4;49
4;;huiles lourdes;;OMPI;;4;50
4;;huiles visqueuses;;OMPI;;4;51
4;;pétrole lourd;;OMPI;;4;52
4;;fioul;;OMPI;;4;53
4;;graphite en tant que lubrifiant;;OMPI;;4;54
4;;combustibles gazeux;;OMPI;;4;55
4;;combustibles à base de pétrole brut;;OMPI;;4;56
4;;compositions pour lier la poussière;;OMPI;;4;57
4;;lubrifiants de forage;;OMPI;;4;58
4;;gaz de houille;;OMPI;;4;59
4;;huile de ricin non comestible;;OMPI;;4;60
4;;carburant aviation;;OMPI;;4;61
5;;bandages adhésifs à usage médical;;OMPI;;1;1
5;;sparadraps adhésifs à usage médical;;OMPI;;1;2
5;;préparations pour le traitement de l'acné;;OMPI;;1;3
5;;médicaments antiacnéiques;;OMPI;;1;4
5;;levure ou extraits de levure à usage médical, vétérinaire ou pharmaceutique;;OMPI;;1;5
5;;vitamines en comprimés;;OMPI;;1;6
5;;préparations de vitamine D;;OMPI;;1;7
5;;préparations à base de vitamine D;;OMPI;;1;8
5;;préparations de vitamine C;;OMPI;;1;9
5;;préparations à base de vitamine C;;OMPI;;1;10
5;;préparations de vitamine B;;OMPI;;1;11
5;;préparations à base de vitamine B;;OMPI;;1;12
5;;préparations de vitamines et minéraux à usage médical;;OMPI;;1;13
5;;vaccins à usage vétérinaire;;OMPI;;1;14
5;;préparations vétérinaires pour le traitement de bactéries intestinales;;OMPI;;1;15
5;;vasoconstricteurs;;OMPI;;1;16
5;;vaccins pour les chevaux;;OMPI;;1;17
5;;vaccins pour le bétail;;OMPI;;1;18
5;;vaccins contre les infections à pneumocoques;;OMPI;;1;19
5;;vaccins contre la grippe;;OMPI;;1;20
5;;substances médicamenteuses antitumorales;;OMPI;;1;21
5;;préparations contenant du tryptophane;;OMPI;;1;22
5;;préparations contenant de la trichomycine;;OMPI;;1;23
5;;préparations contenant des hormones thyroïdiennes et parathyroïdiennes;;OMPI;;1;24
5;;préparations contenant de la thréonine;;OMPI;;1;25
5;;préparations de thiolutine;;OMPI;;1;26
5;;préparations contenant de la tétracycline;;OMPI;;1;27
5;;peptides de synthèse à usage pharmaceutique;;OMPI;;1;28
5;;stupéfiants de synthèse;;OMPI;;1;29
5;;préparations contenant des sulfamides;;OMPI;;1;30
5;;préparations contenant de la streptomycine;;OMPI;;1;31
5;;métaux profilés pour l'odontologie;;OMPI;;1;32
5;;pansements adhésifs;;OMPI;;1;33
5;;agents de scellement à usage dentaire;;OMPI;;1;34
5;;préparations hygiéniques stérilisantes;;OMPI;;1;35
5;;rodenticides;;OMPI;;1;36
5;;rongicides;;OMPI;;1;37
5;;stimulants respiratoires;;OMPI;;1;38
5;;réactifs à usage médical;;OMPI;;1;39
5;;réactifs de diagnostic à usage médical ou vétérinaire;;OMPI;;1;40
5;;marqueurs radio-isotopiques à usage thérapeutique ou diagnostique;;OMPI;;1;41
5;;préparations pharmaceutiques pour le traitement contre le mal des rayons;;OMPI;;1;42
5;;préparations pour le traitement de l'asthme;;OMPI;;1;43
5;;préparations pour le dépistage de mutations du gène du prion à usage médical;;OMPI;;1;44
5;;préparations pour le dépistage de prédispositions génétiques à usage médical;;OMPI;;1;45
5;;préparations pour la destruction de parasites;;OMPI;;1;46
5;;préparations purifiantes pour la peau à usage médical;;OMPI;;1;47
5;;métaux précieux et alliages de métaux précieux pour l'odontologie;;OMPI;;1;48
5;;lait en poudre pour bébés;;OMPI;;1;49
5;;préparations contenant des hormones hypophysaires;;OMPI;;1;50
5;;solutions pharmaceutiques pour dialyses;;OMPI;;1;51
5;;lotions pharmaceutiques pour la peau;;OMPI;;1;52
5;;préparations pharmaceutiques pour la prévention et le traitement du cancer;;OMPI;;1;53
5;;préparations pharmaceutiques pour le traitement de maladies osseuses;;OMPI;;1;54
5;;préparations pharmaceutiques utilisées en ophtalmologie;;OMPI;;1;55
5;;préparations pharmaceutiques à usage ophtalmologique;;OMPI;;1;56
5;;préparations pharmaceutiques pour les plaies;;OMPI;;1;57
5;;préparations pharmaceutiques pour le traitement d'affections cutanées;;OMPI;;1;58
5;;préparations pharmaceutiques pour le traitement du diabète;;OMPI;;1;59
5;;préparations pharmaceutiques utilisées dans le traitement du diabète;;OMPI;;1;60
5;;préparations pharmaceutiques pour le traitement de la rhinite allergique et de l'asthme;;OMPI;;1;61
5;;préparations pharmaceutiques pour le traitement de troubles hormonaux et la prévention de l'ostéoporose;;OMPI;;1;62
5;;préparations pharmaceutiques pour la chirurgie oculaire ou intraoculaire;;OMPI;;1;63
5;;préparations pharmaceutiques pour inhalation utilisées dans le traitement de l'hypertension artérielle pulmonaire;;OMPI;;1;64
5;;préparations pharmaceutiques de soins cutanés pour animaux;;OMPI;;1;65
5;;préparations et substances pharmaceutiques utilisées dans le traitement de maladies gastro-intestinales;;OMPI;;1;66
5;;préparations pharmaceutiques agissant sur le système nerveux central;;OMPI;;1;67
5;;préparations pharmaceutiques pour le système nerveux central;;OMPI;;1;68
5;;préparations pharmaceutiques pour le traitement de la dysfonction érectile;;OMPI;;1;69
5;;préparations pharmaceutiques utilisés dans le traitement des troubles de l'érection;;OMPI;;1;70
5;;préparations et substances pharmaceutiques contre les allergies;;OMPI;;1;71
5;;préparations contenant de la pénicilline;;OMPI;;1;72
5;;parasiticides à usage médical;;OMPI;;1;73
5;;préparations contenant des hormones pancréatiques;;OMPI;;1;74
5;;oxytociques;;OMPI;;1;75
5;;alginates orthodontiques pour empreintes dentaires;;OMPI;;1;76
5;;préparations contenant des alcaloïdes de l'opium;;OMPI;;1;77
5;;préparations ophtalmologiques;;OMPI;;1;78
5;;préparations à usage ophtalmique;;OMPI;;1;79
5;;nématicides;;OMPI;;1;80
5;;nématocides;;OMPI;;1;81
5;;pesticides nématocides;;OMPI;;1;82
5;;préparations multivitaminiques;;OMPI;;1;83
5;;préparations multivitaminées;;OMPI;;1;84
5;;produits d'hygiène buccale à usage médical;;OMPI;;1;85
5;;encens répulsifs contre les moustiques;;OMPI;;1;86
5;;compositions de vitamines;;OMPI;;1;87
5;;compositions d'antibiotiques;;OMPI;;1;88
5;;préparations contenant de la méthionine;;OMPI;;1;89
5;;réglisse officinale;;OMPI;;1;90
5;;sprays médicinaux pour la bouche;;OMPI;;1;91
5;;plantes médicinales séchées ou conservées;;OMPI;;1;92
5;;crèmes médicinales pour soins cutanés;;OMPI;;1;93
5;;préparations médicamenteuses de soins et traitements buccaux;;OMPI;;1;94
5;;gomme à mâcher médicamenteuse;;OMPI;;1;95
5;;poudres médicamenteuses pour bébés;;OMPI;;1;96
5;;huiles médicamenteuses pour bébés;;OMPI;;1;97
5;;matériaux de restauration dentaire;;OMPI;;1;98
5;;matériaux pour dents artificielles;;OMPI;;1;99
5;;matériaux pour prothèses dentaires;;OMPI;;1;100
5;;matériaux de réparation des dents et des prothèses dentaires;;OMPI;;2;1
5;;préparations contenant de la lysine;;OMPI;;2;2
5;;antiprurigineux sous forme liquide;;OMPI;;2;3
5;;préparations de facteurs lipotropes;;OMPI;;2;4
5;;matériaux de revêtement à usage dentaire;;OMPI;;2;5
5;;galactagogues;;OMPI;;2;6
5;;hypno-sédatifs;;OMPI;;2;7
5;;anesthésiques généraux;;OMPI;;2;8
5;;agents pour le lavage du tube digestif;;OMPI;;2;9
5;;antimycosiques;;OMPI;;2;10
5;;fumigants;;OMPI;;2;11
5;;collyres;;OMPI;;2;12
5;;gouttes pour les yeux;;OMPI;;2;13
5;;préparations contenant de l'érythromycine;;OMPI;;2;14
5;;emménagogues;;OMPI;;2;15
5;;émétiques;;OMPI;;2;16
5;;émétiques (vomitifs);;OMPI;;2;17
5;;diurétiques;;OMPI;;2;18
5;;désinfectants à usage sanitaire;;OMPI;;2;19
5;;sucre diététique à usage médical;;OMPI;;2;20
5;;diaphorétiques;;OMPI;;2;21
5;;réactifs de diagnostic à usage médical;;OMPI;;2;22
5;;cires dentaires;;OMPI;;2;23
5;;matériaux composites dentaires;;OMPI;;2;24
5;;céramique dentaire;;OMPI;;2;25
5;;céramiques dentaires;;OMPI;;2;26
5;;alliages dentaires;;OMPI;;2;27
5;;laques conductrices à usage dentaire;;OMPI;;2;28
5;;solutions nettoyantes à usage médical;;OMPI;;2;29
5;;préparations contenant de la chondroïtine;;OMPI;;2;30
5;;préparations contenant du chloramphénicol;;OMPI;;2;31
5;;produits chimiothérapeutiques;;OMPI;;2;32
5;;préparations chimiques à usage hygiénique;;OMPI;;2;33
5;;préparations chimiques à usage sanitaire;;OMPI;;2;34
5;;compléments calciques;;OMPI;;2;35
5;;suppléments calciques;;OMPI;;2;36
5;;matières de comblement osseux à base de tissus vivants;;OMPI;;2;37
5;;préparations anti-sarcome;;OMPI;;2;38
5;;crèmes antifongiques à usage médical;;OMPI;;2;39
5;;crèmes antimycosiques à usage médical;;OMPI;;2;40
5;;anti-infectieux dermatologiques;;OMPI;;2;41
5;;sérums antitoxiques;;OMPI;;2;42
5;;préparations antiseptiques;;OMPI;;2;43
5;;analgésiques antipyrétiques;;OMPI;;2;44
5;;antihypertenseurs;;OMPI;;2;45
5;;antiémétiques;;OMPI;;2;46
5;;antidiabétiques;;OMPI;;2;47
5;;antidépresseurs;;OMPI;;2;48
5;;anticoagulants;;OMPI;;2;49
5;;préparations antibiotiques;;OMPI;;2;50
5;;anti-allergiques;;OMPI;;2;51
5;;antiallergiques;;OMPI;;2;52
5;;médicaments contre les allergies;;OMPI;;2;53
5;;antiacides;;OMPI;;2;54
5;;anhidrotiques;;OMPI;;2;55
5;;préparations d'androgènes;;OMPI;;2;56
5;;huile d'amandes douces à usage pharmaceutique;;OMPI;;2;57
5;;préparations contenant des hormones surrénales;;OMPI;;2;58
5;;agents visco-élastiques à usage oculaire;;OMPI;;2;59
5;;agents visco-élastiques à usage ophtalmique;;OMPI;;2;60
5;;analgésiques à usage vétérinaire;;OMPI;;2;61
5;;greffons vasculaires (tissus vivants);;OMPI;;2;62
5;;transplants vasculaires (tissus vivants);;OMPI;;2;63
5;;antifongiques vaginaux;;OMPI;;2;64
5;;lubrifiants vaginaux;;OMPI;;2;65
5;;gélules vides pour dose unitaire à usage pharmaceutique;;OMPI;;2;66
5;;patchs transdermiques pour traitements médicaux;;OMPI;;2;67
5;;timbres transdermiques pour traitements médicaux;;OMPI;;2;68
5;;gels topiques à usage médical ou thérapeutique;;OMPI;;2;69
5;;anesthésiques locaux;;OMPI;;2;70
5;;analgésiques locaux;;OMPI;;2;71
5;;pastilles pour la gorge;;OMPI;;2;72
5;;bandages chirurgicaux;;OMPI;;2;73
5;;bandes chirurgicales;;OMPI;;2;74
5;;succédanés de sucre à usage médicinal ou thérapeutique;;OMPI;;2;75
5;;crayons styptiques;;OMPI;;2;76
5;;spermicides;;OMPI;;2;77
5;;greffons de peau;;OMPI;;2;78
5;;désodorisants pour chaussures;;OMPI;;2;79
5;;préparations assainissantes à usage ménager;;OMPI;;2;80
5;;préparations assainissantes à usage hospitalier;;OMPI;;2;81
5;;liniments à usage médical ou thérapeutique;;OMPI;;2;82
5;;alcool à friction;;OMPI;;2;83
5;;propolis à usage médicinal ou thérapeutique;;OMPI;;2;84
5;;peau de donneur humain transformée pour le remplacement de tissus mous;;OMPI;;2;85
5;;cactus transformés à usage médicinal ou thérapeutique;;OMPI;;2;86
5;;pollen d'abeilles transformé à usage médicinal ou thérapeutique;;OMPI;;2;87
5;;préparations pour le traitement des rhumes;;OMPI;;2;88
5;;préparations de suppression hormonale;;OMPI;;2;89
5;;préparations pour la suppression d'hormones;;OMPI;;2;90
5;;mélanges de compléments nutritionnels pour boissons sous forme de poudres;;OMPI;;2;91
5;;préparations contenant du potassium à usage pharmaceutique;;OMPI;;2;92
5;;agents hypolipidémiants;;OMPI;;2;93
5;;préparations pharmaceutiques pour le traitement de maladies infectieuses;;OMPI;;2;94
5;;préparations pharmaceutiques pour le traitement des troubles du rythme cardiaque;;OMPI;;2;95
5;;préparations pharmaceutiques utilisées dans le traitement de la goutte;;OMPI;;2;96
5;;préparations pharmaceutiques utilisées en chimiothérapie;;OMPI;;2;97
5;;préparations pharmaceutiques contre le rhume;;OMPI;;2;98
5;;médicaments analgésiques;;OMPI;;2;99
5;;préparations pour prévoir l'ovulation;;OMPI;;2;100
5;;contraceptifs oraux;;OMPI;;3;1
5;;préparations pour neutraliser les odeurs dans des vêtements et des textiles;;OMPI;;3;2
5;;substances nutritives pour cultures de micro-organismes;;OMPI;;3;3
5;;boissons enrichies en éléments nutritionnels à usage médical;;OMPI;;3;4
5;;eaux enrichies en éléments nutritionnels à usage médical;;OMPI;;3;5
5;;mélanges de boissons nutritionnelles utilisés comme substituts de repas à usage médical;;OMPI;;3;6
5;;nutraceutiques utilisés comme compléments alimentaires;;OMPI;;3;7
5;;nutraceutiques utilisés comme suppléments alimentaires;;OMPI;;3;8
5;;nutraceutiques à usage thérapeutique;;OMPI;;3;9
5;;gouttes nasales à usage médical;;OMPI;;3;10
5;;préparations pour le traitement des nausées;;OMPI;;3;11
5;;préparations médicamenteuses pour pulvérisations nasales;;OMPI;;3;12
5;;préparations pour le traitement de mycoses unguéales;;OMPI;;3;13
5;;produits de décontraction musculaire médicamenteux pour le bain;;OMPI;;3;14
5;;myorelaxants;;OMPI;;3;15
5;;onguents mentholés médicamenteux polyvalents;;OMPI;;3;16
5;;préparations contre le mal des transports;;OMPI;;3;17
5;;antimites;;OMPI;;3;18
5;;boules de naphtaline;;OMPI;;3;19
5;;moleskine utilisée comme bandage médical;;OMPI;;3;20
5;;acaricides à usage domestique;;OMPI;;3;21
5;;acaricides à usage agricole;;OMPI;;3;22
5;;anti-moisissures;;OMPI;;3;23
5;;antimigraineux;;OMPI;;3;24
5;;microbicides pour le traitement des eaux usées;;OMPI;;3;25
5;;thiomersal;;OMPI;;3;26
5;;préparations au menthol pour le bain à usage médical;;OMPI;;3;27
5;;préparations de bain au menthol à usage médical;;OMPI;;3;28
5;;préparations mentholées pour le bain à usage médical;;OMPI;;3;29
5;;préparations de traitement de la dysménorrhée;;OMPI;;3;30
5;;lotions médicamenteuses pour les coups de soleil;;OMPI;;3;31
5;;préparations médicamenteuses pour traitements cutanés;;OMPI;;3;32
5;;préparations médicamenteuses pour soins cutanés;;OMPI;;3;33
5;;lingettes imprégnées d'une substance médicamenteuse;;OMPI;;3;34
5;;serviettes imprégnées d'une substance médicamenteuse;;OMPI;;3;35
5;;bains de bouche médicamenteux;;OMPI;;3;36
5;;pastilles médicamenteuses;;OMPI;;3;37
5;;lotions médicamenteuses;;OMPI;;3;38
5;;baumes labiaux médicamenteux;;OMPI;;3;39
5;;préparations médicamenteuses de toilettage;;OMPI;;3;40
5;;poudres médicamenteuses pour les pieds;;OMPI;;3;41
5;;compresses médicamenteuses;;OMPI;;3;42
5;;gels médicamenteux pour soins buccaux;;OMPI;;3;43
5;;sels de bain médicamenteux;;OMPI;;3;44
5;;aliments médicamenteux pour animaux;;OMPI;;3;45
5;;emplâtres médicaux;;OMPI;;3;46
5;;emplâtres à usage médical;;OMPI;;3;47
5;;lubrifiants à usage médical;;OMPI;;3;48
5;;bandelettes de diagnostic médical;;OMPI;;3;49
5;;tests et réactifs de diagnostic médical pour l'analyse de liquide organique;;OMPI;;3;50
5;;nettoyants médicamenteux pour la peau et les plaies;;OMPI;;3;51
5;;adhésifs médicaux pour panser des plaies;;OMPI;;3;52
5;;poudres utilisées comme substituts de repas à usage médical;;OMPI;;3;53
5;;boissons utilisées comme substituts de repas à usage médical;;OMPI;;3;54
5;;barres alimentaires utilisées comme substituts de repas à usage médical;;OMPI;;3;55
5;;mélanges pour boissons utilisés comme substituts de repas et compléments diététiques à usage médical;;OMPI;;3;56
5;;alcool isopropylique à usage médical;;OMPI;;3;57
5;;solutions pour irrigation oculaire;;OMPI;;3;58
5;;préparations in vitro pour prévoir l'ovulation à usage domestique;;OMPI;;3;59
5;;insuline;;OMPI;;3;60
5;;insecticides à usage domestique;;OMPI;;3;61
5;;insecticides à usage agricole;;OMPI;;3;62
5;;insectifuges sous forme de bougies;;OMPI;;3;63
5;;répulsifs contre les insectes sous la forme de bougies;;OMPI;;3;64
5;;insectifuges sous forme de pétrole lampant;;OMPI;;3;65
5;;régulateurs de croissance des insectes;;OMPI;;3;66
5;;produits pharmaceutiques injectables pour le traitement des réactions anaphylactiques;;OMPI;;3;67
5;;préparations pharmaceutiques pour inhalateurs;;OMPI;;3;68
5;;préparations alimentaires pour nourrissons;;OMPI;;3;69
5;;couches d'incontinence;;OMPI;;3;70
5;;analgésiques oraux;;OMPI;;3;71
5;;crèmes à l'hydrocortisone;;OMPI;;3;72
5;;hydrocortisone;;OMPI;;3;73
5;;hormones de croissance humaine;;OMPI;;3;74
5;;allogreffons de tissus humains;;OMPI;;3;75
5;;désodorisants ménagers;;OMPI;;3;76
5;;compléments homéopathiques;;OMPI;;3;77
5;;suppléments homéopathiques;;OMPI;;3;78
5;;produits pharmaceutiques homéopathiques;;OMPI;;3;79
5;;désherbants à usage domestique;;OMPI;;3;80
5;;herbicides à usage domestique;;OMPI;;3;81
5;;désherbants pour l'agriculture;;OMPI;;3;82
5;;herbicides à usage agricole;;OMPI;;3;83
5;;enveloppements de boues phytothérapeutiques;;OMPI;;3;84
5;;pommades antihémorroïdaires;;OMPI;;3;85
5;;préparations de traitement des hémorroïdes;;OMPI;;3;86
5;;stimulants capillaires à usage médical;;OMPI;;3;87
5;;ginseng à usage médicinal;;OMPI;;3;88
5;;gels lubrifiants à usage personnel;;OMPI;;3;89
5;;gélules de gélatine pour produits pharmaceutiques;;OMPI;;3;90
5;;graines de lin à usage pharmaceutique;;OMPI;;3;91
5;;gommes à usage médical;;OMPI;;3;92
5;;glycérophosphates;;OMPI;;3;93
5;;germicides;;OMPI;;3;94
5;;gentiane à usage pharmaceutique;;OMPI;;3;95
5;;gélatine à usage médical;;OMPI;;3;96
5;;laxatifs;;OMPI;;3;97
5;;gaze pour pansements;;OMPI;;3;98
5;;vermifuges;;OMPI;;3;99
5;;gayacol à usage pharmaceutique;;OMPI;;3;100
5;;gaïacol à usage pharmaceutique;;OMPI;;4;1
5;;nervins;;OMPI;;4;2
5;;fongicides;;OMPI;;4;3
5;;huile de foie de morue;;OMPI;;4;4
5;;thé médicinal;;OMPI;;4;5
5;;thés médicinaux;;OMPI;;4;6
5;;infusions médicinales;;OMPI;;4;7
5;;fenouil à usage médical;;OMPI;;4;8
5;;fébrifuges;;OMPI;;4;9
5;;farines lactées pour bébés;;OMPI;;4;10
5;;farines à usage pharmaceutique;;OMPI;;4;11
5;;purgatifs;;OMPI;;4;12
5;;évacuants;;OMPI;;4;13
5;;eucalyptus à usage pharmaceutique;;OMPI;;4;14
5;;eucalyptol à usage pharmaceutique;;OMPI;;4;15
5;;pansements chirurgicaux;;OMPI;;4;16
5;;éthers à usage pharmaceutique;;OMPI;;4;17
5;;esters à usage pharmaceutique;;OMPI;;4;18
5;;sels à usage médical;;OMPI;;4;19
5;;éponges vulnéraires;;OMPI;;4;20
5;;produits anticryptogamiques;;OMPI;;4;21
5;;solvants pour enlever le sparadrap;;OMPI;;4;22
5;;élixirs (préparations pharmaceutiques);;OMPI;;4;23
5;;écorces à usage pharmaceutique;;OMPI;;4;24
5;;eaux thermales;;OMPI;;4;25
5;;sels d'eaux minérales;;OMPI;;4;26
5;;eaux minérales à usage médical;;OMPI;;4;27
5;;eau de mélisse à usage pharmaceutique;;OMPI;;4;28
5;;magnésie à usage pharmaceutique;;OMPI;;4;29
5;;droguiers de voyage;;OMPI;;4;30
5;;drogues à usage médical;;OMPI;;4;31
5;;analgésiques;;OMPI;;4;32
5;;digitaline;;OMPI;;4;33
5;;digestifs à usage pharmaceutique;;OMPI;;4;34
5;;pain diabétique à usage médical;;OMPI;;4;35
5;;pain pour diabétiques à usage médical;;OMPI;;4;36
5;;préparations pour détruire les souris;;OMPI;;4;37
5;;préparations pour la destruction des souris;;OMPI;;4;38
5;;désinfectants à usage hygiénique;;OMPI;;4;39
5;;dépuratifs;;OMPI;;4;40
5;;préparations pour faciliter la dentition;;OMPI;;4;41
5;;porcelaine pour prothèses dentaires;;OMPI;;4;42
5;;pansements médicaux;;OMPI;;4;43
5;;pansements à usage médical;;OMPI;;4;44
5;;mastics dentaires;;OMPI;;4;45
5;;laques dentaires;;OMPI;;4;46
5;;matières pour empreintes dentaires;;OMPI;;4;47
5;;matériaux d'empreinte dentaire;;OMPI;;4;48
5;;matières d'obturation pour les dents;;OMPI;;4;49
5;;matières pour plomber les dents;;OMPI;;4;50
5;;matériaux d'obturation dentaire;;OMPI;;4;51
5;;matériaux de comblement dentaire;;OMPI;;4;52
5;;décoctions à usage pharmaceutique;;OMPI;;4;53
5;;détergents (détersifs) à usage médical;;OMPI;;4;54
5;;détergents à usage médical;;OMPI;;4;55
5;;vaccins;;OMPI;;4;56
5;;curare;;OMPI;;4;57
5;;écorce de croton;;OMPI;;4;58
5;;crayons hémostatiques;;OMPI;;4;59
5;;produits contre les engelures;;OMPI;;4;60
5;;crayons caustiques;;OMPI;;4;61
5;;coton à usage médical;;OMPI;;4;62
5;;coricides;;OMPI;;4;63
5;;produits contre les cors aux pieds;;OMPI;;4;64
5;;substances de contraste radiologique à usage médical;;OMPI;;4;65
5;;contraceptifs chimiques;;OMPI;;4;66
5;;solutions pour lentilles de contact;;OMPI;;4;67
5;;solutions pour verres de contact;;OMPI;;4;68
5;;remèdes contre la constipation;;OMPI;;4;69
5;;écorce de condurango;;OMPI;;4;70
5;;conducteurs chimiques pour électrodes d'électrocardiographe;;OMPI;;4;71
5;;préparations de vitamines;;OMPI;;4;72
5;;compresses;;OMPI;;4;73
5;;collyre;;OMPI;;4;74
5;;colliers antiparasitaires pour animaux;;OMPI;;4;75
5;;cocaïne à usage médical;;OMPI;;4;76
5;;cires à modeler à usage dentaire;;OMPI;;4;77
5;;ciment pour sabots d'animaux;;OMPI;;4;78
5;;ciments dentaires;;OMPI;;4;79
5;;cigarettes sans tabac à usage médical;;OMPI;;4;80
5;;chloroforme;;OMPI;;4;81
5;;chloral hydraté à usage pharmaceutique;;OMPI;;4;82
5;;préparations chimico-pharmaceutiques;;OMPI;;4;83
5;;répulsifs pour chiens;;OMPI;;4;84
5;;charpie;;OMPI;;4;85
5;;charpie à usage médical;;OMPI;;4;86
5;;ouate à usage médical;;OMPI;;4;87
5;;cataplasmes;;OMPI;;4;88
5;;préparations pharmaceutiques;;OMPI;;4;89
5;;capsules pour médicaments;;OMPI;;4;90
5;;sirops à usage pharmaceutique;;OMPI;;4;91
5;;caoutchouc à usage dentaire;;OMPI;;4;92
5;;poudre de cantharide;;OMPI;;4;93
5;;produits contre la callosité;;OMPI;;4;94
5;;cachou à usage pharmaceutique;;OMPI;;4;95
5;;préparations pour le traitement des brûlures;;OMPI;;4;96
5;;boue pour bains;;OMPI;;4;97
5;;boues médicinales;;OMPI;;4;98
5;;bonbons médicamenteux;;OMPI;;4;99
5;;charbon de bois à usage pharmaceutique;;OMPI;;4;100
5;;insecticides;;OMPI;;5;1
5;;eau blanche;;OMPI;;5;2
5;;préparations de bismuth à usage pharmaceutique;;OMPI;;5;3
5;;biocides;;OMPI;;5;4
5;;baumes à usage médical;;OMPI;;5;5
5;;bandes pour pansements;;OMPI;;5;6
5;;balsamiques à usage médical;;OMPI;;5;7
5;;préparations thérapeutiques pour le bain;;OMPI;;5;8
5;;eau de mer pour bains médicinaux;;OMPI;;5;9
5;;bains d'oxygène;;OMPI;;5;10
5;;sels pour bains d'eaux minérales;;OMPI;;5;11
5;;anneaux pour cors aux pieds;;OMPI;;5;12
5;;bagues pour cors aux pieds;;OMPI;;5;13
5;;préparations bactériennes à usage médical ou vétérinaire;;OMPI;;5;14
5;;poisons bactériens;;OMPI;;5;15
5;;préparations bactériologiques à usage médical ou vétérinaire;;OMPI;;5;16
5;;bouillons de culture pour la bactériologie à usage médical ou vétérinaire;;OMPI;;5;17
5;;attrape-mouches;;OMPI;;5;18
5;;coton aseptique;;OMPI;;5;19
5;;crayons antiverrue;;OMPI;;5;20
5;;produits antiuriques;;OMPI;;5;21
5;;coton antiseptique;;OMPI;;5;22
5;;antiseptiques;;OMPI;;5;23
5;;produits antiparasitaires;;OMPI;;5;24
5;;préparations antiparasitaires;;OMPI;;5;25
5;;produits antimites;;OMPI;;5;26
5;;antimérule;;OMPI;;5;27
5;;produits antihémorroïdaux;;OMPI;;5;28
5;;baume antigel à usage pharmaceutique;;OMPI;;5;29
5;;thé antiasthmatique;;OMPI;;5;30
5;;écorce d'angosture à usage médical;;OMPI;;5;31
5;;écorce d'angusture à usage médical;;OMPI;;5;32
5;;sparadrap;;OMPI;;5;33
5;;essence d'aneth à usage médical;;OMPI;;5;34
5;;anesthésiques;;OMPI;;5;35
5;;pastilles de sel ammoniac;;OMPI;;5;36
5;;amidon à usage diététique ou pharmaceutique;;OMPI;;5;37
5;;amalgames dentaires;;OMPI;;5;38
5;;amalgames à usage dentaire;;OMPI;;5;39
5;;alliages de métaux précieux à usage dentaire;;OMPI;;5;40
5;;aldéhydes à usage pharmaceutique;;OMPI;;5;41
5;;alcools médicinaux;;OMPI;;5;42
5;;alcools à usage médicinal;;OMPI;;5;43
5;;préparations albumineuses à usage médical;;OMPI;;5;44
5;;préparations à base d'albumine à usage médical;;OMPI;;5;45
5;;préparations de traitement gastro-intestinal;;OMPI;;5;46
5;;désodorisants pour broyeurs de déchets;;OMPI;;5;47
5;;fongicides à usage domestique;;OMPI;;5;48
5;;fongicides à usage agricole;;OMPI;;5;49
5;;médicaments antifongiques;;OMPI;;5;50
5;;aliments pour enfants en bas âge;;OMPI;;5;51
5;;produits alimentaires pour l'alimentation entérale;;OMPI;;5;52
5;;poudres anti-puces;;OMPI;;5;53
5;;colliers anti-puces;;OMPI;;5;54
5;;colliers antipuces;;OMPI;;5;55
5;;préparations de traitement de l'herpès labial;;OMPI;;5;56
5;;préparations thérapeutiques contre l'herpès labial;;OMPI;;5;57
5;;compléments pour l'alimentation du bétail à usage vétérinaire;;OMPI;;5;58
5;;compresses oculaires;;OMPI;;5;59
5;;expectorants;;OMPI;;5;60
5;;epsomite à usage médical;;OMPI;;5;61
5;;sel d'Epsom à usage médical;;OMPI;;5;62
5;;préparations pour lavements;;OMPI;;5;63
5;;électrolytes à usage médical;;OMPI;;5;64
5;;gouttes auriculaires;;OMPI;;5;65
5;;agents de libération de médicaments;;OMPI;;5;66
5;;douches médicamenteuses;;OMPI;;5;67
5;;pesticides à usage domestique;;OMPI;;5;68
5;;biopesticides à usage domestique;;OMPI;;5;69
5;;bandelettes hémostatiques solubles pour pour écorchures et coupures;;OMPI;;5;70
5;;produits désinfectants pour le lavage des mains;;OMPI;;5;71
5;;désinfectants pour instruments médicaux;;OMPI;;5;72
5;;désinfectants pour verres de contact;;OMPI;;5;73
5;;boissons diététiques à usage médical, utilisées comme substituts de repas;;OMPI;;5;74
5;;anti-diarrhéiques;;OMPI;;5;75
